title,emotion
离开茅台镇就酿不出茅台酒，这本身就是一个伪命题，一,0
白酒-----一种花家唯--有全球定价权且高度垄断之行业,1
现在主买一只个股,0
茅台回调完事，该向上破位3千了,0
茅台上方缺口是一定要补的，就是补了以后怎么走,0
酒企“征战”糖酒会 ：大牌酒企亮点多 小酒企也有新创,0
市值300亿的水井坊和市值300亿的中无人机，谁更有价值,1
从融资分红角度:茅台上市融了23个亿以后，中间从未再,1
从融资分红角度:茅台上市融了23个亿以后，中间从未再,1
茅台是真的抗跌啊，这么久了，还在1500,0
以岭药业3连板，茅坑永远坑韭菜，哈哈,0
飞天普茅终端实际零售价格已经从4000降到2500以内了，,0
第三次立帖为证：贵州茅台必将重复四川长虹走势,0
进,0
缺口附近有阻力,1
茅台以岭千禾招商触底拉起，大盘重回3000牛市起点,1
今天中国股市有望创造历史，有可能从今天开始，中国股,1
其实有那么几类资金，配合当前形式入场的！第一种，大,1
茅台反弹告一段落，预计未来下跌趋势至1200会止跌企稳,1
酱酒视界日刊 |1116刊：双11酒水销售榜单公布；茅台受,0
消费不起，牛市不来，由消费ETF看牛市的起点在哪？,1
别装了，上方缺口1624赶紧麻溜的补了，1800元再突破那,0
今天能到1600？,0
空仓买511360做对冲，铁律不会被套！！？。，,0
我的中天服务4板，再看看茅台，真好笑哈哈,0
希望上1610呀,1
注册制远离茅台，买进绩优高分红，20%冀中能源！,0
不要喝酒了！买点华兰疫苗股，为国为家为自己争光。[,1
暴涨暴跌，是不是又有人在抱团,1
北上资金大幅回流A股，重点布局有色家电等行业,1
猫尿不倒大A不会好,0
11.16茅台策略，一个字，卖，四个字，只卖不买。,0
以前1600是底，现在1600竟然成顶了'(Ｔ＿Ｔ),1
美联加息，外资要回去吃利息了，所以不可能让他高位套,1
坚定看多做多，参照上轮比亚迪带领大盘反弹，这轮茅王,1
茅台和科技股赚的钱有区别吗？,0
下来吧！你不跌！真的没有真正的牛市！,1
北上资金最近60个交易日净卖出489.56亿，卖出榜前15股,0
，酒说酒讲酒没醒的说酒能兴国，难道国家病毒防控重中,0
看着这货就行[吃瓜][吃瓜]其它都是卡拉咪,1
茅台喝多少会上头？[呲牙],0
茅台不涨，天理不容！,0
腾讯仓位正式超过平安！,0
茅台反弹目标是1700上方，所以大盘肯定还有空间。上轮,1
遠沒有跌到位,0
茅台里面的外资还没打服帖，还要再打打！,0
昨天拉高好出货，散户不能进了,0
建议散户短中线暂时不碰茅台，让主力相互斗法。看那批,0
三十年河东，三十年河西，落帔的凤凰不如鸡！但愿贵州,1
药和酒是资本娱乐圈大佬们的魂，是资本娱乐圈明星们头,1
"1600,1600,1600，重要事情说三遍，",1
牛市来了？我泼四盆冷水！,0
茅台大哥红了，看看后续如何,0
太牛了。涨到三万亿。全球市场，清仓其他股票。其他股,1
涨！涨！涨！,1
3000指日可待,1
奉劝茅台各位机构基金经理放下武器，立即投降，我就卖,0
坚定看多做多，参照上轮比亚迪带领大盘反弹，这轮茅王,1
茅台瓶子[大笑][大笑][大笑][大笑],1
1参照上轮比亚迪带领大盘反弹，这轮茅王最高可以反弹,1
参照上轮比亚迪带领大盘反弹，这轮茅王最高可以反弹到,1
1茅台反弹目标是1700上方，所以大盘肯定还有空间。上,0
全市场还得靠你,1
茅台反弹目标是1700上方,1
我敢断言，茅台未来5到10年都回不到2600的巅峰时期，,1
茅台什么时候到1000，我全仓杀入,0
我看空卖空，卖空期指卖空茅台,0
茅王震荡冲高到1700上方，拭目以待,1
真理掌握在少数人手里,1
我是看暴跌的，我昨天卖空的,1
涨起来吧，大盘还是要靠你,1
整个板块都在茅坑的威下发抖，连新的小弟进场涨停都影,1
我的目标是1700，不到1700，不卖，跌就买几首,0
韭菜被套就是追高，股市永恒的定律！！！！！！，,1
要下跌,1
涨停,1
投资者在股市中，什么话都可以不信，唯独一句股市谚语,1
大反转,1
为什么说贵州茅台是A股里最好的公司之一？,0
茅台股价下跌，引发巨大的利益亏空，谁来为茅台下跌买,1
市值狂跌1.5万亿，股价“腰斩”，茅台不败神话破灭,1
还有一句话：无限风光在险峰。,1
上涨过快，现在短线风险较大，上证现价3134点，朋友们,1
转发,0
茅台短线补上方1624缺口，中线1800没问题,1
散户还在高位接盘，韭菜啊。茅台消费主要在国内，受疫,0
短线风险很大很大，急需暴跌调整，大家注意600的各种,1
反弹几天了又要回调了,0
今天一位朋友问我，短中长线那一个模式最好？我就用我,1
贵州茅台：普涨格局很难选出市场总龙头,1
今天估计凉了,0
茅台将亮相APEC携手众世界一流品牌 共建绿色经济、链,1
发生了什么[鼓掌][憨笑][加油][憨笑],1
学习巴菲特，抄底半导体！高抛比亚迪!,1
抄股神作业： 学习巴菲特，大举抄底半导体！！！ 高抛,1
若无政策红利的呵护，论历史久远，古文化传承，贵州茅,1
大幅高开，打爆空头,0
今天六个点，涨幅,0
11.15茅台策略，早盘上冲乏力立马买，中间等下跌盘整,1
"认知很重要,你们抄底我卖空",1
关键我只会卖空呀,0
不要和我抬杠，我卖空是正确的,0
对周三大盘的走势预判！,0
破1500，低位1300看中信、招商准还是我准！拭目以待！,1
翰宇药业重磅产品亮相高交会持续推进新冠创新药研发布,1
私下猜测：1588是否有所暗示（好日子到头了准备夕阳西,1
靠茅台发财的人已经走了！,1
跌的时候看到1200，涨的时候又看到2500了，人性呐。其,1
贵州茅台,0
贵州茅台11月15日获沪股通增持10.47万股,0
贵州茅台：融资净偿还2.51亿元，两市排名第一（11-15,0
机构炒茅台不是喝酒！,0
茅台不倒万物不生,1
完蛋了，反弹结束被骗进了去了,0
反弹还会持续应该会有10%.尔后再盘底，白酒消费暂淡。,0
20221116 投资早报,1
【11.15：全线反弹，市场值得！接下来……】,0
1620的能解套吗？哪位课代表说说,1
茅台每股才一千五百多，上海房价十万左右每平，这样比,0
茅台就是实力强国的典范,1
酒不醉人人自醉，虚高的股价都是害人的,1
该调整了，都往里面冲了！,0
可以给大多数股票人为的找出赋予价值的理由……如同茅,1
其实喝酒的危害为越来越多的人认知，茅台也是酒…,1
抓住短线卖出时机,1
茅台又将引人观注。,0
贵州茅台逆市翻红，主力资金净流出8个多亿，还有15个,1
茅台品牌价值高，尽快推出茅台系列产品吧，比如茅台无,1
《A股反弹落后纳、港股，历史涨幅巨大赛道股：贵州茅,1
重磅：茅台底部确立明天不涨停！新一轮上涨三千元目标,0
Pick up the pace,0
希望茅台成为中国市值一哥，还需努力呀,1
买高价股喝茅台的机会，远远小于买超跌绩优股的可能，,0
当下阶段买建行还是买茅台？,1
买茅台的都是我的好大儿[大笑][大笑][大笑][大笑][大,1
未来一年多，贵州茅台反转创历史新高的概率有多大？贵,1
学习价值投资理念容易，挣钱非常难,1
贵州茅台股价下跌，从A股价格王者退位，这是迟早的事,1
大家要有自己的主见，不要被灌入有毒的思想，把酒发扬,1
人性确实如此,1
茅台不倒大家就别玩股票，只能卖空,0
明天暴跌，我卖空又要大赚了,0
茅台不死。中国股市就没希望,1
经过调整茅台股价必重回2000元之上并再度冲击3000元,1
真理掌握在少数人手中，所以我卖空是对的,1
前几天1380买的茅台，钱真是赚到麻了，感谢空狗,0
我看得到1000以下,1
明德生物短线起跳，业绩王炸。跨年妖王,1
刚刚，1560清仓，赚了两万。,0
11月10日，白酒回踩后拉升，李大霄口中的牛市抄底机会,0
呼！这是锂茅！锂和茅台酒毛利率都高达92%，盐湖股份,1
一股的股价都比不上市面上一瓶茅台的价格酒可以一直生,0
茅台能涨到2万8，让你们的小四辈开心开心,1
16条！春天来了吗，是拐点已现还是回光返照？,1
能涨到2800又怎样，看看万方，天鹅，西安，众泰，贵绳,0
明天又要割韭菜啦,0
转发,0
先补1610，再看大盘。,1
最少能涨到1850左右,0
1588啥意思[微笑],1
明天买1手看看茅台能到1800不能,0
茅台缺口补了一部分，会不会不补完调头呢？主力，你看,1
炒个大垃圾，累不累，心疼茅坑散户……,0
宁德15000元一股我接受，茅台1500一股我嫌高了！茅酒,0
1600是分水岭,1
对于地方财政来说，兑现部分酒企股权既能得到资金润泽,1
任何反弹都是诱多[卖出][卖出][卖出][卖出][下跌][下,1
明德生物短线起跳，业绩王炸。跨年妖王,1
爆发前夜[上涨][上涨][上涨][上涨][买入][买入][买入],0
贵州茅台跌破100元，对比一下估值，肯定会跌破100元,0
为了优化地方财政形势和投资结构多元化，信息化等战略,1
季线，月线主跌浪[卖出][卖出][卖出][卖出][下跌][下,0
海新能科10倍股，现在白菜价，大家赶紧来买,0
茅台会跌破一千，信不信？任何股票涨得有多猛，就会跌,0
今年跨年大妖是茅台,1
虽然现在浮盈了，也在自己正常的判断没错，但买入后被,1
明天又是艳阳天→时隔七年，大行情又来了...,1
反弹结束了上方缺口无法补上，继续下跌，一千的茅台，,1
开局巅峰，野性暴涨！,1
看到贵州茅台股价1459元，每股收益35元，总股本12.56,1
大家都在看多，可我看空卖空，和大部分散户相反,1
真理总是掌握在极少数人手里，你们抄底，我却独自卖空,1
白酒究竟能带给我们什么？,1
注意关注短线卖出时机！待调整后再次介入。别臆想一次,1
今天是11月12日跨年大妖近期要横空出世,1
财力,0
这次牛市，上2100-2700有了。。[火箭][火箭][火箭],1
贵州茅台我今天彻底清仓了，没卖在最高点，准备短暂分,0
12月29日，青岛银行发布A股配股发行公告称，本次A股配,0
总之与大家观点不一样看空卖空，真理掌握在少数人手里,1
冲锋号吹起来[想一下],0
【茅台不跌，反弹不止】,1
牛市终于来啦，茅台看到3200，[大笑][大笑][大笑],1
贵州茅台是最后的逃命机会，无论对散户、还是机构都是,1
ETF网格交易实盘20221115,0
转发,0
没有买茅台的散户们，也不要去顶板了，顶板风险太大了,0
成交量上继续维持万亿之上，在看到外资连续大抄底后，,1
本人对某些人彻底失望了，既然无视我说的话，就不想再,0
来了来了来了来了来了来了,1
猛干新能源，昨天假消息满天飞[哭],0
明天破两万亿，牛,0
希望机构不要做无谓的抵抗，历史会教育你们，,1
疯狂买入81亿，外资已经连续三天大幅买入了，今天买的,0
正如本道者所言，可喜可加可追！,1
还在天上，管住小手,1
000811烟台冰轮，涵盖哈特福德，顿汉布什，东德实业。,1
明天会碰一下1700，加速上涨，年底目标2500,0
563000中国A50ETF重仓股贵州茅台i茅台加快对终端用户,0
563000中国A50ETF重仓股贵州茅台整体来看茅台需求较为,0
茅台1935零售价是1800元，还是1300元？,0
酒真是要上天了,0
茅台的合理股价200多块。,0
这波上1800,1
食品饮料领涨，贵州茅台冲击1600，是时候挑一位靠谱的,0
年底目标不变，继续挖掘机会,0
买了2手赚了是13个点走了，感谢各位大哥抬轿，祝留下,0
敢以一己之力干翻众基金，你懂的,1
明天旅游板块要涨啦，白酒就靠边站了。。,0
全球一起反弹结束,0
即将新一轮下跌,1
机构也好惨，骑虎难下，,1
大部分散户都要套在熊市中的反弹，必然的,1
为什么我每次看空市场就会暴跌呢,1
越是拉茅台，大家越要小心，房地产到头了，房地产板块,1
按估值算，贵州茅台跌62.8元。,0
逼空上-一--外资3150政策底把控，不亚于国内长线养命,1
生态环保及5G、[撇嘴][吃瓜][旺柴][韭菜][OKOK],0
本团队一旦看空，后市必跌,0
买不起高价的！每天盯着贵州一瓶酒干什么呢？买点低价,0
。,1
茅台还是稳，涨就是涨，跌就是跌，不会像一些公司，比,1
问一个问题,0
北向资金今日大幅净买入81.54亿元。美的集团、歌尔股,1
1680的本，不知道能回本吗,0
你们怕吗，,0
不断卖空期指看空后市,0
$明德生物暴力拉升,1
茅台倒万物生,1
我计划1300左右买入,0
还是茅台厉害，又回来了,0
股神巴菲特新买入一家公司,1
都上车了吧,1
现在到处利好，那就是本团队卖空的绝佳机会了,0
本团队专门卖空抱团股,0
基金也真烦，不照照镜子，很本团队做对，会输得很惨的,0
台湾省连续大涨，发生了什么[鼓掌][加油][憨笑][憨笑],1
总之，本团队让基金很头疼,1
，,1
如果大家都看多我就卖空,0
我满仓卖空不会错的明天就知道结果了,0
机构完全都在我的掌控之中,1
不要听砖家吓忽悠，要独立自主看空卖空,0
[上涨][上涨][上涨][上涨],0
茅台日线随时有反弹-------短期走势个人看法！,1
明天重返2万亿[微笑][微笑],1
散户最惨，熊市反弹被骗进去了,0
继续不断看空卖空,0
11月15日资金流向：主力净流入行业板块前五：国产芯片,1
能不能上2000,0
$明德,0
我今天清仓了，不知道对不对,0
一不小心赚了十几万,0
大盘走势：1.今天走势基本还是预期之内，在昨夜美股下,1
工业母机概念走强，贵州茅台涨超3%，腾讯再度暴涨10%,1
成功的秘诀，在于坚持。知易行难，知非即舍！天通股份,1
反弹很伤人，也最套人,1
时价逻辑探讨一下茅台今年能杀到什么位置？,1
高手在江湖不在科班出身，你懂的,1
不要和本团队扳手腕,0
机构和基金的钱都是基民的，不是他们自己的，就乱来和,1
本团队四两拨千斤，以一己之力干翻众基金经理,0
就喜欢看着某些人气急败坏又拿茅子无可奈何的样子,0
明天就开始割基金和机构的肉了，兴奋啊,1
大资金出逃太明显，接盘的都是散户，明天应该大跌,0
贵州茅台如果敢涨到1700元，将是一座万人坑，现在掉头,0
反弹了几天唱多的声音多了，别忘记平安，三一，海螺等,0
通常情况下，脑中枢神经系[亏大了][中签][成交],0
沪深股市中，任何话均不可信，唯独有句股市谚语不得不,1
路过这里,1
大家错过了 贵州茅台 几百倍的涨幅，千万别再错过 贵,0
本团队专门割基金的肉,1
炒股票大家认为放心不会跌的时候才跌，现在还继续涨，,1
那个大骂茅台，立帖为证的人哪里去了？出来走两步，看,1
一天的交易结束今天没有任何操作，全仓持股，总资金亏,0
【资讯】人民币对美元继续强势拉升，北向资金昨日大幅,1
1个月净赚4.3亿元，冰淇淋成贵州茅台的第二增长曲线？,1
今天内资顺利又成了接盘侠[奸笑],1
现在不要被单纯的走势吓住哈，个股下跌亏损，再去找下,0
茅台重新站上1500元上方，能追涨买入吗？,0
各位，不要废话那么多，最正宗最正统的一只，也是全产,0
茅台不配,0
茅台今天刚好反弹到目标位，明天就要爆击了，看空卖空,1
贵州茅台，长熊是其归途，不会有什么奇迹。现在还唱多,1
本周重点博弈一个大方向！,1
戴维斯双击 会成就中药板块的茅台吗？,1
茅台落子老酒市场：开启茅台老酒顶层设计 倡导规范“,1
缩量滞涨明显，反弹结束,1
后疫情时代，大消费领域是否存在反转机遇？,1
我在清华毕业了，以后股市就是我的天下，买那个那个涨,1
茅台这一跌基本到位了，这种走势不就是很强势吗？短线,1
11.14茅台每日策略，十六个字，早盘冲高乏力走人，尾,1
卖空在了反弹的最高点，一出手便一剑封喉，高手，不要,0
今日市场热度91度各板块资金流入影响明天大盘走势,1
茅台市值厉害，都比的过波音市值高，都的过比亚迪市值,0
证券行情应有总市值的经营净利现金流与总市值之比回报,1
为什么要卖，现在这个行情来看不是一直会涨吗,1
首予贵州茅台买入评级，目标价2000元,1
茅台短期底部，但是上涨空间有限。这大家一只好票可以,0
白酒：大空头势不可逆。,0
这个贴都是一群没有钱买茅台的散户在天天看衰,1
茅台不死，没有牛市,0
明天可以涨停了吗？,0
贵州茅台长年盘踞市场第一高价，它与业绩两倍于它，总,0
2077-1333-1588-主力绝对控盘，每次都是对数，1588是,1
平头哥投研分析之中高端白酒,1
平头哥投研之农夫山泉,1
集中放量致飞天茅台终端价格下跌 产能或成未来价格密,0
越来越多的年轻人已远离白酒，难怪白酒产量与白酒股价,0
A股大涨，双十一拒绝打折，恒生科技涨10%，医药跳水,1
喝茅台长生不老，可以成仙。会向上漂。,0
收评：市场超万亿成交机会只会越来越多，但风险也会越,0
1588,0
重磅：茅台底部确立！新一轮目标三千元上升开始！,1
周线看又到顶了,1
看你了,1
许多朋友说我1560走早了，其实茅台到了这个位置就非常,1
今天药开始回调，明天食品肉酒开始大涨，下周也是！过,0
茅台与诸酒,0
2022第10批氢能商用车目录：上榜数量再创新高原创氢智,0
医疗医药给我跌懵了，，，实在想不到会是这样的戏码。,1
今天你是最靓的仔，短期应该积累了不少获利浮筹，估计,1
今天卖了明天回调接,0
要我发发！,0
1588反弹结束,0
这些茅台的基金经理居然在本团队关公面前耍大刀，明天,0
上周五，两市在消息刺激下放量上涨很显然有场外增加入,0
重庆国资花10亿，投出个酒庄独角兽,1
喝,0
这些可爱的茅台基金经理居然和本团队扳手腕自不量力，,0
茅台反弹无力，明天指数大跌,0
主力套牢，,1
最低估的品种！目前！即使明年只有8/10元业绩也严重低,1
20221115～卧龙午盘小憩。,1
中信证券发来贺电，强烈维持买入评级，看高2680,1
大盘指数将在茅台的反弹声中结束,1
我厉害吧，它们那点把戏骗不了人,0
转发,0
还不如买这个,0
大家注意看近期的市场走势哈板块轮动上涨的，当天会大,0
建天都是同一批人在买进卖出新一散户接盘，太明显了啊,0
今天一天把空单全部加满，满仓加杠杆卖空好爽，明天割,0
号称基金狙击手不是吹的,0
半导体芯片概念“扛大旗”！三大指数低开高走，这是要,1
大资金还在左手倒右手新一散户接盘，太明显了吧，手续,0
[卖出][卖出][卖出][卖出][卖出][卖出][卖出][卖出][,0
明天要暴跌了,1
10月31日房企快讯：世茂、龙光、金地、融创、恒大、金,1
昨天解套没走，又下来了，你天解套果断清仓,1
连续量价顶背离，明天好惨了要,1
股王茅台多靓丽，敢叫A股换新天...,1
龙头酒企三季报业绩坚挺 多机构看好板块韧性,0
注册制要是实行了，这些机构抱团股可能都会连续跌停,0
强制拆股！一股拆成100股，不许操纵大盘！,0
各路大神趁势出尾货,0
今天卖空盘怎么这么多啊？,0
只有连续跌停板才能把散户套住,1
白酒都涨不过茅台,0
200亿的融资盘会爆仓,0
今天开始，卖空的都会大赚,0
不给力啊，涨成这个鸟样，只要冲个龙头出来打上三四个,0
我赌连续跌停板，我才加杠杆卖空的,1
永远还是你最硬，大盘最强的守护者，年内有望3000,1
我就赌连续跌停板，所以才卖空,1
人民币升值中，吸引外资入市，优质标的茅台就是不错的,1
科技是第一生产力，人才是第一资源，所以茅台是天下第,1
今年以来A股妖股遍地，但优质股各个赛道都遭到了血洗,0
今天站上1600是有希望的,1
整体向上，目标是1750,1
减仓,0
我2003年4月買了2萬5千股茅台現在贏了多少嗎？我准備,0
机构很苦恼，苦于无人接盘,0
茅台酒是每一个有钱人必喝的酒，喝茅台酒延年益寿[坏,0
本团队今天满仓加杠杆卖空了.这次一出手必一剑封喉,0
加油，指数全看你的了,1
只要是抱团股我都看空卖空,0
本团队用激将法先让基金经理拉高，然后本团队卖空，好,0
年底了，业绩必须往上冲一冲，不然没有基民了,1
我买了1000亿的茅台，加油,1
厉害了我的茅台,0
欧美股市继续上攻，周三大盘涨跌几许？（11.09）,1
加油，上1600！,1
卖在最高点哈哈,0
最天外资开始买茅台今天白酒就涨，市场还是看外资脸色,0
茅台是只永远不会套你的股票，业绩稳健增长，未来可期,1
各位基金经理，不要试图和本团队扳手腕,0
贪贪换股吧，见涨停不走，呆也……而后买入今年没咋涨,1
本团队今天加仓杠杆卖空呵呵，号称基金狙击手,0
干上1600了,1
茅台酒是民族酒业品牌，价值是不能单单以金钱来衡量，,1
还是有不少茅粉认为大家都不在世上了，茅台依然好好的,1
怎么下来怎么上去，中国最优资产，没有之一！,1
年底3000,0
还得是你啊茅台,1
熊市的反弹最伤人套人,1
“i茅台”的专属节：极具标志性的5·19之后 11·29又将,1
还是酒的散户少，好拉，指数,1
逛逛茅台酒吧，会不会飘飘然了。。？,1
恶心人的表演,0
天天拉这个玩意有意思？,1
加油上1600,1
王者归来,1
黄山酒,1
还行吧，预判基本正确,1
今天白酒和医药股涨，贵州茅台涨停,0
大盘给力，大盘给力，大盘给力。赶快上车,1
大盘给力，2500见,0
不得了。拉这么高干嘛？下方缺口不要了？,0
我看看白酒不拉，指数怎么想起来,0
1500抄了10手，没想到破位这么快，听天由命吧,0
冲逼空,1
现在还有说到800抄底的吗[大笑],0
上证50、沪深300将展开跨年度行情,1
转发,0
贵州茅台看看这次会熊几年？先猜一下，6到8年？,0
四月底的反弹在11月重新复制,0
$贵州茅台(SH600519)$$保利发展(SH600048)$,1
$贵州茅台(SH600519)$,0
赶快抛茅台买入冠城大通600067,1
茅台本周到1800，月底到2600，大家赶紧卖房，买茅台股,0
每次大盘涨我就来看看你！真是你在作妖,1
反弹目标1750，坚定持有,1
看空的不叫啦？,0
茅台，行态走的太差了，应该还会新低,0
金科股份，,1
贵茅还是厉害！,0
房地产股这么一搞，反而强化了白酒股，头部白酒股玩到,0
慢慢抬高，不要急,0
大底呀,0
人民同泰，同饮茅台！捞捞嗲！,1
去刚卖出去就涨了十多二十块起来[大哭],0
昨晚美市半导体暴涨果然利好了贵州茅台,1
每次涨不如，跌比茅台多，难怪老二,0
金科股份，绿地控股，铁建重工，抄底,1
买茅台吧，其他的太恐怖了，茅台才是赚钱的王,0
至少有一次二次探底,0
有十几万买一手还不如买别的，在茅台上浪费时间！,0
你涨！永无牛市！,1
之所以做茅台这个女友，主要原因还是因为它体量最大，,0
茅台助力大盘上3100,1
鸡勾出不来急事啊哈哈哈厉害厉害厉害了吧？？[捂脸][,0
反弹目标1750,1
预祝今天的酒友们票票大赚！[梭哈][梭哈][梭哈],1
不定目标，只是坚定持有,0
关键时候茅王出征！投资茅台代表了一种慢慢变富的正确,1
茅台王者归来依然是王者,1
如今大盘已是四千来只股票了，闲钱立马潜入之江生物唯,1
这轮抄底的同胞待1800元左右应果断卖出，,0
下来吧，别再骗自己了……,1
$贵州茅台(SH600519)$,0
一起涨才是真的涨,1
茅台厉害，都的过波音，斗的过比亚迪，斗的过腾远钴业,0
看看外资的骚操作吧，1300元的时候卖出100多万股，150,0
快一点拉指数，到4000点。,1
北向资金今日净买入166亿 净买入贵州茅台20.43亿,1
看着它从2000多现在1千多等着抄底,1
来一起赚钱,0
说好的，养老金进市，买茅台呢[怒],0
三季报18家白酒毛利率：洋河股份74.5%下降0.4%排名第,1
基金投顾观察402期 | 贵州茅台还是宁德时代都做不到让,1
真正龙头疫情病毒防控股没有翻十倍的之江生物，只要抱,1
马上跌破500元,0
茅、五、洋是美式民营企业的东方实践，是唐宋微观经济,1
转发,0
最多值388，还早呢，再跌九个月,0
炒作过头，，合理就值500元以，会下来的,0
廉颇老矣，现代年轻人对茅台酒不感冒,0
反抽无力，明天暴跌,0
2022-11-14北上资金数据观察,1
小姐姐为大家解荅行业估值的计算方式，市盈率是指股票,1
贵州茅台11月14日获沪股通增持132.15万股,0
11.14股市晚报：中国地产危机解除，新能源本周完成调,1
传媒股集体活跃，消费龙头ETF（516130）逆市收红终结,0
明德生物：公司湿式血气分析仪目前已在国内外多家医院,1
人口结构决定经济走向（飞鹤先跌为敬）,1
明德生物：公司湿式血气分析仪目前已在国内外多家医院,1
谁能告诉我虎茅，好喝不好喝,1
贵州茅台：融资净偿还8643.04万元，两市排名第19（11-,0
另斥资人民币约5221.38万元于上交所回购约1220万股中,0
我突然想到一个问题，吃药不能喝酒，现在大家都在备药,1
好好赚钱,0
衣宝廉院士：燃料电池汽车现状与远景（审校版）氢智会,1
国家能源局：推动可再生能源规模化制氢氢智会2022-11-,0
明天医药，房产板块走强后带动茅台涨停,0
明天还是酒为主，开盘大涨,0
//@越秀资本 :实至名归,1
转发,0
求助下股市里风险相对低但是收益率极高的手段有几种?,1
酱香跳水科技！,1
内资真的卖主求荣，让人家外资抄底了,0
北向老是干低卖高买这种事，这神操作，慌起来比散户还,0
2003年招商银行上市，市场给40倍的市盈率，市值600亿,0
20221115～卧龙复盘～大盘60线下鸣锣收兵!?,0
上个月跌30，这个月涨15，可以了！,1
北向资金今日大幅净买入166.02亿元 净买入贵州茅台20.,1
转发,0
新农合的钱收到手软。真赚钱。,0
太高了茅台，没有买茅台的散户们，也不要去顶板了，顶,0
为啥卖不了[为什么],0
绩优股or绩差股,0
冯柳买入一只困境反转,1
你知道A股30年里涨幅最多的大牛股是哪一些吗？茅台只,0
总有一天还会跌回20元,0
赶紧发帖提价。,0
贵州现在发展好快，贵州茅台也涨涨涨,1
大盘绿，茅台却坚挺！强力坚持持有,0
563000中国A50ETF重仓股贵州茅台：事件营销培养年轻化,0
茅台落子老酒市场；上海贵酒与导演陆川达成合作；牛栏,1
今天，一位在新能源光伏板块中，连亏两周的朋友给我消,0
中国股市2022一2023跨年度上涨行情的终点不会是3100+,1
茅台股价本年度必破1200，股民拭目以待。,1
20221114～卧龙午盘小憩。,1
1560的应一声,0
年底基金为了排名也要合力抽一轮，不然基金以后再也募,1
涨停大概率,0
可恶，又被A股装到了！今天的A股又是高开低走，甚至收,0
茅台等下还要涨，大盘回撤差不多了。,0
300166元,0
北向资金不是放弃茅台了吗？所以1800卖出现在1500又买,1
转发,0
卖出茅台，卖出白酒，买进国有资产，是正确的好选择，,1
厉害了我的哥，两天收了两个小乌鸦，不用等乌云盖顶了,0
