title,emotion
新手如何选股？心急吃不了热豆腐！,1
茅台五日成交额破百亿，白酒还能加仓吗？,1
揭露飞天茅的罐装过程，第一步，正品吹套，就是用恒温,0
1106复盘：普涨之后细看整体市场各板块目前的情况,0
十月二十四号头条新闻：茅台跌停！[愉快],0
今日茅台操作，1438进了200万茅台，刚1485卖出了底仓2,0
大茅，黄金分割，长期均线，技术走势分析，上贴提醒两,1
买卖双方就是在博弈。买了绝不愿意下跌，卖了绝不愿意,0
今天，爆发,1
大胆点，目标价5000元！一切为了外资成功出逃！,1
短时间没有什么明确利好，比如：解封。短时间行情连续,1
1431元吃小肉的时间到了，贵州茅台,0
九街躲哪儿去了，趁大反抽的热度可以在忽悠几万人气不,0
茅台可是集聚全球顶流资本超级大盘，能精准判顶，再精,1
贵州茅台股价之高，让俺望尘莫及，肯定一分钱一分货，,1
只要拉这货后边准没好事[韭菜][韭菜][韭菜][韭菜][韭,0
酒精的危害喝酒姜康理念看空,0
若与价值比，二折再三折。,0
捡了两瓶，继续！,1
[主力][主力][主力][主力][主力][主力][上涨][上涨][,1
酒业协会联合6大龙头发声 酒类股强势反弹 贵州茅台大,0
很多人说没了茅台贵州会更穷，这句话我是不赞成的，甚,0
$贵州茅台(SH600519)$,1
2020年初，朋友拿了10万块钱进A股，平时我也不太关心,0
比空间更重要的是时间,0
市场是安全的[想一下],0
开盘跌停，跌到1000,0
月底休息,0
提前抓牛股呀,0
买的人多，价格就上涨。卖的人多，价格就下跌。反应了,0
创业板在底部形成了明显的箱体震荡[俏皮],0
转发,1
呼叫中信研报3000人,0
茅台肯定是要跌破1000的,0
茅台股价历次跌幅超过30%的记录，算上本轮就有七次了,0
能在A股市赚钱的人有多可怕，炒股这么多年，能在股市,0
大宗交易：贵州茅台成交863.7万元，成交价1439.50元（,1
沪股通昨天减持贵州茅台2.8亿元。,0
直销渠道持续放量，业绩稳健余力充足,1
老刀：作为一个无意间大力助推过茅台形象的,1
下周一再也不进场了！！！！！,0
九安大股东不用大宗交易卖，你的为何用过大,0
抄底阶段做完，进入方向选择阶段,0
很多时候聊天，我都不明白为什么我们不去尊,0
当某一个行业或个体成为造富神话，那么这个,0
茅台即将往1000以下进攻。,0
赛道再起，龙头普涨，中证100ETF基金大涨3.,1
过年前肯定能见到999！,1
贵州茅台市值几乎腰斩后，总市值依然超过二,0
贵州茅台(600519)-投资简析正面因素：1、龙,1
@生机发财de赵云 卖出了吗？,0
茅台重返千五大关！消费股集体活跃 复盘三,1
总之我一直卖空，做空，不管谁砖家忽悠,1
技术上反弹到1584元就会再次暴跌,0
下周初反弹结束，本团队卖空,0
如果业绩增长，本团队就会加大力度卖空茅台,1
醉茅七十万股想吃肉600073业绩创历史新高！,1
用力过猛！追高者不来了，清洗浮筹，融资盘,0
周一肯定大跌，耶耶耶，白酒空仓中,0
散户在茅台看戏就可，千万别大规模融卷做空,0
飙升马上开始！40多元净资产！全年近40元的,1
忽悠也没用，就是卖空，卖空抱团股，未来几,0
周一就卖空,0
业绩翻倍市盈率也有16。你们感觉会翻倍吗哈,0
$贵州茅台(SH600519)$,1
本月中旬‘茅台＇突破20天均线己俱备条件，,1
下跌趋势惯性是一时改变不了，跌破壹仟元是,0
砖家又开始忽悠，你们抄底，我卖空，净资产,1
继续卖空,1
利空落地，下周继续冲，还没回本呢,0
贵州茅台跌破1700元，北向资金近6日抛售近6,0
听完了发布会，没啥大的变化，措词还是精准,0
持续很新中,1
腾讯不会国有化,1
贵州茅台站回1500元,1
北向资金抛售、融资客趁势买入，贵州茅台何,1
周一涨3%。打爆空头！一听还是不放开，空头来劲了，那,1
2000以上贵州国资怎么停止减持了？,0
茅台股价是市场炒高的，人家每年至少巨额分红给市场，,1
预期落空了，叠加东北边半岛形势，周五的上涨又是一场,1
美加息0.75%已成定局！美联储今天增长利率0.75%。大家,1
外资不买垃圾股，专买中国核心资产!17个公司持仓超200,0
[上涨][上涨][主力][主力][买入][买入][买入][买入]就,1
严重高股！换股九安医疗[主力][买入][主力][买入][买,1
1333买了10手，爽歪歪,1
消费，旅游周一吃面，坚持防控不放松，放开预期落空。,0
早已预料到他跌到50%左右会弹弹，任何庄家出货都是这,0
港A暴力拉升，资金跑步进场,0
薇娅夫妇押中“美妆界华为”，身家暴涨2亿，巨子生物,1
周一瑟瑟发抖,0
茅台要运输找中铁特货[呲牙][呲牙][呲牙],1
$贵州茅台(SH600519)$,1
预期落空，周一暴跌8%,0
我始终认为，白酒股炒过头了。上周白酒股以茅台为肯的,0
目标价2200＋贵州茅台一一酿酒行业，贵州板块，百元股,0
赚茅台股的钱，用赚来的钱买茅台酒喝。,0
年净利润444.9亿元，日赚一个多小目标，这不是一般企,1
预期落空了,0
总之利好中铁特货001213国家大物流[呲牙][呲牙][呲牙],1
发现年轻人喝茅台都会拍照发朋友圈，哪怕是茅台冰淇淋,1
茅台都被腰斩了，大A的春天何时才能到来？重点关注这,1
10月24日，这个位置1589点，堆积了很多套牢盘，如果击,1
洗白防控政策不变,0
《000004 ST国华》目前总市值11亿 。散户越来越多,1
白酒股怎么了？,0
当我们都在预判下周一怎么走，或者该怎么做的时候却忘,0
融资盘又上来了，接盘侠快来！,1
转发,1
接下来，该买什么！,1
茅台其行业具有垄断+成瘾，复购利极高!茅台已仅仅不是,1
@陈欣教授昨天推出推介贵州茅台的视频，今天被观视频,1
最低估的品种！目前！即使明年只有8/10元业绩也严重低,0
高回撤低估值名单请收藏，贵州茅台，江特电机，广汽集,0
盘点37家上市酒企三季报：真的“价值背离”了吗？,0
券商“金股”转换风向：计算机板块抢眼 宁德时代、贵,1
精彩,1
今年唯一赚钱的大佬最新观点,1
出20亿！跌150元！接盘真珍贵！,0
市场情绪疲软！高盛重磅发布中国烈酒三季度观点，仍优,1
高位股！跌不下去！是因为没有散户接盘！只能自己玩[,0
随着“双碳”战略的实施，我国氢能产业发展驶入“快车,1
接在万人恐惧时，卖在众人欢腾时！！！自古法则穷则搁,1
三类买点定义不了解？小白必看！,1
两万亿只有14万户！这里边之前还有四五万的机构户[大,1
两万亿买不了吃亏买不了上当！[大笑][大笑][韭菜][大,1
最低估的品种！目前！即使明年只有8/10元业绩也严重低,0
黑白交易|大盘如期再涨，今日做多这个板块,0
白酒涨超5%！会持续反弹吗？加仓还是减仓？,0
“酒非酒”估值的研判，方位的抉择,0
周一联络互动002280大涨，涨停概率99%，仅供参考,1
下周就要继续跌了。周一继续闷杀了,0
机构们需要抱团取暖，新韭菜看表演就好，千万别出手，,0
股市哪有那么多好人！有好人的话你把赚的钱杀别人筹码,0
周一继续爆跌。,0
最低估的品种！目前！即使明年只有8/10元业绩也严重低,0
重磅！晒一晒我2022.10月份收益,1
浙农股份全国供销社总龙头,0
底部1360抄底，1505已撤。搏把反弹先走了。茅大哥继续,0
反转开启，全面做多！恒生科技涨9%，白酒、新能源、煤,1
反攻！A股三大指数涨逾2%，恒生科技飙涨8%丨午评,1
大逻辑还是超跌反弹11.4收评。今天超预期大涨，挺意外,1
[cp]普渡众生：珍爱生命，远离股市。[/cp],0
白酒都发消费券，这茅台还不上2000?,0
我们这里都在改种粮食，说明粮食短缺是存在的，而酿酒,0
赶紧抄底众泰吧，众泰电池据说比宁的时代还先进,0
转发,1
[大笑][大笑][大笑][大笑],1
这科技股能兴邦，也是悲哀,0
严重高估康龙！换股凯莱英重磅利好：全球领先的鼻喷式,0
看看漓泉啤酒走势,0
维持卖出评级目标价250操作建议空仓看戏[韭菜][韭菜][,0
强势反弹没有阻止北向撤离茅台,0
发现茅台股吧里散户是最多，推荐股票的也是最多的。,0
神话到头了,1
这个股能割到散户的韭菜吗,0
五斤粮食一斤酒,0
11月4日收盘11月3日买了科持ETF，今天上涨。继续持有,1
一夜之间到处欢腾，周末好好休息，下周开启卖卖卖模式,1
真强[赞],1
越涨得多的越要做空，如计算机(信创)及酒水股等，雨朦,1
贵州茅台11月04日被沪股通减持8.03万股,0
既然那么喜欢科技！为什么资金要选择留在茅台里！等于,1
贵州茅台：融资净买入4.71亿元，两市排名第一（11-04,1
没有一倍的上涨空间炒个啥？酒精和水算什么核心资产?,0
这波上涨是因为融资盘割掉20亿，哪天他们回来就到头了,0
好股,1
格力已经前前后后多次出口高端新能源汽车前沿数控机床,0
茅台大涨，才能带动所有板块大涨，真的猛,1
下周，多空对决！,1
抄底赶紧抄底,0
11月1日 能否真正见底，还需要在看三天！,0
我靠半年内蒸发了25%？,0
一日游清仓卖早了，咱也曾经做过茅台的股东了[俏皮][,0
压力线：又称为阻力线，压力线起阻止股价继续上市的作,1
白酒50倍pe一年到现在30倍pe，底还早着呢，每次跌百分,0
猛涨！什么情况？这个涨幅，凝聚了三重意义。,1
维持卖出评级目标价250操作建议空仓看戏[韭菜][韭菜][,1
北向资金净流入个股最新动向：沪股通净流入前30：1贵,1
极端悲观情绪共振导致超跌，板块长期逻辑未变，重视超,0
抛出白酒进场凯莱英[主力][主力][主力][主力][主力][,0
不急不急，还能弹40多个点,0
茅台外挂哪里有,0
牛市回归？A股港股集体爆发，附个人操作思路,0
小姐姐提醒3000点下方买入是对的，如果你还有机会在30,0
这么小的盘子这么好业绩！怎么也得上50元,1
星星之火，可以燎原，关键得看谁来点；野火烧不尽，春,0
毒瘤,0
相信很快3040点附近，不久的将来吧，相信雨朦胧做空的,0
不管是短期还是中长期，都算是一个利好。,1
这是反抽离场！不是反转！现在让多头欢呼几天毕竟砸了,0
其实做A50超跌反弹是非常有节奏感的。1.下轨上第一波,0
什么叫下跌出货，跌到1000元，庄家还是赚的盘满钵满，,0
主力自救而已，给点颜色就想开染坊，给点阳光就灿烂，,0
太有钱,0
这个会不会是盘面暗语？10月31日，贵州茅台盘中最低价,0
消费股狂飙，指数周线反转大涨近11%，刷新近13年记录,1
抄底抄底,0
股市没有多少反弹空间,0
辛苦啦[献花][献花][献花][献花][献花][献花],1
转发,1
大盘连续大涨，获利盘数量巨大，下周大幅回调不可避免,1
他娘滴……继续加仓,0
继续……只能加仓，无任何退路可言,0
刚刚发布！关于个人养老金，十大要点，火线解读！全文,1
还有6390万资金，等着加仓，中盐化工，他娘滴……就赌,0
众泰电池比宁德电池先进,0
1700买入套住，@陪主力浪 求教多少可以补仓,0
11.4号周五《虫虫飞短线浪潮图》走势,1
这11个股票，半年时间，高管增持超过1亿元，这是真金,0
公募三季度持仓动向曝光！茅台稳坐第一！医药、新能源,0
东方十二酿,0
很好,1
转发,1
笃定，锂电池，那电池，龙头股，中盐化工克服恐惧，我,0
笃定，金属锂，金属钠，碳酸钠……三龙头巨无霸，300,0
不用防御人民币，只要稳住茅台，人民币自然不敢再贬值,0
好事可能即将发生,1
火鸡们，您们要和我一起死死拿住金属锂、金属钠、碳酸,0
减持是重大利好！知道未来几个月暴涨一波！拉高后减持,1
明天准备第五个账户插入，中盐化工……预计投入1939万,1
$贵州茅台(SH600519)$,1
可以,1
茅台先走一步了,0
北向铁了心坚决卖出茅台茅台正在被北向遗弃北向资金今,0
2300万资金加仓，中盐化工，目前，所有账户一共亏损39,0
11月份好事连连！感觉到又要重复6月份的走势，那时在,1
世事大概差不多，地的繁华和荒僻，人的多少，都没有多,0
我知道很多人想买！但是买不起！可以买便宜点的！市场,0
三十多倍市盈率太贵，这种票正常是20倍左右，维持卖出,0
下周谨防冲高回落,0
准备吃肉吗？,0
下周机构、北向、游资必须分出大量资金全面抄底。把题,0
神话到头了,0
三根大阳线，千军万马来相见。就有人在张罗着卖房炒股,0
！,0
我的天地在线已经起飞，马上轮到长沙银行和铜牛信息了,0
贵州茅台成交额达100亿元 现涨3.12%,1
，今天这种高潮，[成交][憨笑][兴奋][委屈],1
好的方面很也多。[捂脸][勾引][面][勾引][成交],1
追高才会亏损，很多散户投资者是奔着赚钱的梦想来到了,0
周五活跃游资及私募没干活，故小市值股普遍走弱，小机,0
北向资金大笔流入，等涨,1
茅台品牌和茅台酒没有关系！至于股票跌到200块还是涨,1
右侧交易机会已经降临，为啥那么多人还傻傻分不清楚？,0
$贵州茅台(SH600519)$,0
遍地黄金,1
贵州茅台申请注册古风漫画人物商标,0
巴菲特的可口可乐、欧洲烈酒帝亚吉欧和唐僧肉茅台最新,0
不用想，大盘不好基本上都是白酒跌和这个家伙造成的，,0
昨天贵州茅台大涨了百分之一，为什么沪股通继续减持？,1
近三年买入贵州茅台的投资者基本上都是在亏损吧，80%,0
茅台就像一个大帅哥。一直追一直爽,1
“明天有好事”你不喝酒我赌你活不过70岁。,0
凯乐已经进军茅台镇了！黄山头百年酒企中华老字号！浓,1
贵州茅台五日主力资金净流入28亿，今天主力资金净流出,1
茅台归来，依然王者，追涨，我的目标是3000,1
出现一个缺口，下周补上,1
大家不要着急1333还会有,0
转发,0
1茅台归来，依然王者，追涨，我的目标是3000,1
转发,0
希角五粮液茅台了,0
社保基金持续增持东鹏特饮！,0
茅台乾坤抓大虎,1
年底了，茅台,1
茅台涨停公告：3000元不用三年就到！中信密码！！,0
证券行情应有总市值的经营净利现金流与总市值之比回报,0
雨朦胧今生如不能报答茅台宁德的大恩大德的话，来生做,0
看下图,0
茅台的江湖低位不是盖的，暂时没有什么酒可以替代茅台,1
周一补缺,0
目前仓位85%，知道今天要高开的，也没打算去抢，预备,0
报团股歌尔出现一字板跌停，小盘股天鹅成大妖，此时买,1
好,1
主力机构没想到跌得一踏糊涂欧美股市尽有如此大力度反,0
下周又要回避A50成分股了。,0
年轻人就是不爱喝，白酒们慌了吗？,0
咬定青山不放松，坚定持有周月线底部股票,1
二十条对煤炭构成重大利好，年内会有一波行情二十条直,1
跟着白酒大师兄侯昊，一起探秘糖酒会！来留言，最高有,1
白酒历史大顶还不跑等什么呢,0
1300多一股的票，现实中刚好也可以买一瓶。,0
科技ETF（515000）两连阳！机构：政策驱动，信创板块,1
关于1350、1055、590,0
对白酒估值体系及近期白酒下跌的思考1、外资来之前，,0
拿个十年[得意],1
围观的朋友，你们甭看啦！建议你们明天立马买入中国外,1
集中放量致飞天茅台终端价格下跌 产能或成未来价格密,0
来占占高价股仙气[偷笑],1
天猫才几分钟就把几万瓶茅台卖光了,1
白酒需求不足，消费群体缩小，价格奇高！,0
今天下午3点的防疫联防联控有“商务部消费促进司”的,1
贵州茅台比电子游戏游戏股还害人害己？人手一部手机！,0
相信朋友们一定一下会在雨朦胧说过上百次上千次的跨年,0
比如工商银行红利4%，则茅台必须要每年8%以上，因为茅,1
中远海控和贵州茅台比一比,0
茅台日线随时有反弹-------短期走势个人看法！,1
三以后，跌到一百以下，大家等着看好戏,0
茅台好酒，“喝了不醉”……上周未技术综合判断：（1,0
今天茅台涨停,0
很巧妙的1350～大家在守护1350这个价位[囧]早晚破掉,0
下周卖空,0
2030年之前应该不会再涨了,0
明天（11月11日）大盘走势预测分析,0
ST天龙（300029），短期目标25元,0
11月10日一线游资策略团队逻辑推演,0
酒企“征战”糖酒会 ：大牌酒企亮点多 小酒企也有新创,0
突发，美股全线下跌，中概股下跌明显，提个醒，短线要,0
为什么说贵州茅台是大A4800多支股票里泡沫最大最垃圾,0
贵州茅台从下周一开始N个一字跌停板数起！！！,1
[哭][哭]时光匆匆！黑发变白发！ST凯乐黄山头白酒+军,0
【兴奋啊，今天是坐等收钱的一天吗？】美国通胀数据出,1
比如工商银行红利4%，则茅台必须要每年8%以上，因为茅,1
帅旗：11个月赚22倍收益的心路历程（今借贵州茅台宝地,1
想健康少吃茅台，多喝泉阳泉世界最好水！！会成仙哈哈,0
周五歌尔茅跌完一段落，周一又该啥茅跳水？,0
建议贵州茅台采取适时分批减持与适度增持股份相调节机,0
[大笑]神坛上坐久了，害怕吗？凯乐黄山头系列白酒，茅,0
冰雕。,0
贵州茅台：记录一下1388.88成交100手,1
青山绿水永长存，沧海桑田成路人，我自谈股仰天笑，留,0
“适量喝酒”害了多少国人！什么软化血管、强身健体，,0
这个跳空高开的十字星是什么意思？,0
一个白酒有什么好炒的，奇怪,0
商务部消费促进司，新成立的吗？,0
三季报18家白酒毛利率：洋河股份74.5%下降0.4%排名第,0
这说明前期医药软件，计算机信劝元宇宙光伏锂电海风等,0
转发,0
信创无人机通信龙头，002916？深南电路？,0
300092,0
跳空高开的大涨后，该不该见好就收？,0
贵州茅台底部放量，主力净流入资金在a股，排名第三。,1
摇摇欲坠，破位概率高，小反弹走人1340再看！市盈率高,0
300420与特斯拉合作充电桩---快讯：【特斯拉向全球开,0
喝那些自酿的米酒还好，又便宜有好喝,0
还是买茅台赚钱,1
长虹美菱：空气源热泵产品目前在手订单充足,1
继续卖空逢反弹卖空,0
左手茅台右手冰淇淋，再申请古风漫画人物商标，让高位,0
为什么美联储已经懵圈,0
茅台能翻倍吗，10几年以前玩了一茅茅，做底不做高，马,1
茅台最大的败端就是付于金融属性，金融是国之根本。谁,0
珍爱生命，远离白酒!酒是一类致癌物，想要吃就吃黑芝,0
珍爱生命，远离白酒!酒是一类致癌物，要吃就吃黑芝麻!,0
珍爱生命，远离白酒!,0
中国股市大反攻必须有一面旗帜！中国的崛起是历史的必,1
贵州茅台11月11日获沪股通增持87.18万股,1
这货就算业绩一直大涨，估计也得横盘，十年左右！,0
垃圾市场熊市无疑,0
北向资金今日大幅净买入超146亿元 贵州茅台净买入额居,1
贵州茅台：融资净偿还3.25亿元，融资余额203.25亿元（,0
东鹏特饮发行首款数字藏品,0
茅台到了浮华褪尽，人比烟花寂寞。,0
信创的最大周期！！！,0
大家错过了 贵州茅台 几百倍的涨幅，千万别再错过 贵,0
下一目标1600,1
股票张跌跟茅台商品密切相关，这几天茅台酒又开始涨价,1
我来了明天跟着大哥喝汤了[鼓掌][鼓掌][鼓掌][鼓掌],1
酒水税是不是要对标烟草税呀,0
11月6日  短期回调要敢于加仓，新能源、白酒、医药为,1
股价必须先跌回400元以下再说。对比九安医疗和贵州茅,0
今晚上再来一个大奖，我就发财了[捂脸][旺柴][想一下],1
拉格大象撑场面,1
市值的净利现金流回报率欠支撑！,0
大盘弱成这样，你要负头号责任。今天好几次看到大盘上,0
1495买的，有机会解套不,0
茅台让价值观扭曲，非常不利于经商,0
茅台现在的价格已经到不能跌的，不可以跌的地步，性质,0
最起码在11月20日之前[困顿],0
高位十字，下周一高开高走，20cm,1
机构之间的来回博弈，我就当个壁上观。,1
意思,0
买在无人问津时卖在人声鼎沸时[大笑][韭菜][韭菜][韭,0
今天不分析聊点交心交底的。不说假话真话说一半。,1
为何看好的股票，买入前总是在涨，而买入后却总是下跌,0
大家要有自己的主见，不要被灌入有毒的思想，把酒发扬,1
简直是乱套了，一瓶老酒被弄到2600元，一瓶酱油被弄到,0
卖一手，留一手。A50如果直接碰月线，这个肯定还要拉,0
还在天上，管住小手,0
你涨你跌，散户不参与，哈哈,1
现在全仓买入明年翻倍[呲牙],1
谢谢了！平价！,1
已经5连,0
茅台现在还是破位的状态，啥时候重回到1818以上，你们,0
五粮液还能追上茅台吗？|白酒分化大时代,0
今日板块资金流向影响明天开盘,0
786+77,0
明天一字板,0
昨天放量大阴线就是很好的解释[得意],1
上证指数今天也是一根大阳线[傲],1
4550亿元蝉联首富，钟睒睒靠卖水？,0
九安医疗年底10送10派80元！业绩王！超越贵州茅台！急,0
【11.11：白酒引领消费大涨！有啥好消息？】,1
茅台近期有没有什么营销活动？,0
转发,0
白酒股权投资大逃亡，郭广昌带头减持白酒股，会冲击估,0
563000中国A50ETF重仓股贵州茅台：当下公司处在营销改,0
563000中国A50ETF重仓股贵州茅台：国家发文表示支持贵,0
果然不给上车机会了,0
明天一字板,0
安信证券9月28日指出，白酒板块悲观预期加速释放，坚,0
少喝酒多吃人参补身体,0
目前就当日线反弹来做，有赚就好期望不要太高,1
N=_1吧？,0
腾讯控股才2倍市净率，阿里巴巴才1倍市净率，但贵州毛,0
银行业监督管理法将迎大修！机构主要股东、实际控制人,1
抱团基金应该开个会，北向资金进来可以选择一二只基金,0
茅茅又回来了！,1
老孙市场观察，十月收官战,1
